text,language,sentiment,confidence,topic_id,topic_label,region,country,language_name,date,likes
eliro m ugwo akwukwo m,ibo,neutral,0.8670872449874878,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-03-01,172
nnem idi uto,ibo,positive,0.9125888347625732,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-01-22,216
chukwu ga naeche gi,ibo,positive,0.7533295750617981,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-05-30,133
gini bu ihe a,ibo,negative,0.6780202388763428,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-05-16,10
nnem daalụ ọkwa nụ nghọta bụ ihe na ese okwu,ibo,neutral,0.6282849311828613,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-08-07,179
bia akunekwe hapum aka ha zi gi ezi,ibo,neutral,0.941872239112854,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-07-12,131
ike gwuru nna biko domu anya ofuma biko,ibo,neutral,0.9065314531326294,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-02-09,476
o di mkpa,ibo,negative,0.5334364175796509,-1,misc / outlier,West Africa,Nigeria,Igbo,2026-06-18,144
small alert from you o ga agbawe ntutu m ofuma oo daalu sir udo dili gi,ibo,negative,0.7179394364356995,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-08-17,24
afo sagbue gii dia,ibo,neutral,0.7297868728637695,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-07-03,366
onye chi mere eze eze ka oga abu,ibo,neutral,0.9244931936264038,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-07-20,389
omalicha nwa ada,ibo,positive,0.9646663069725037,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-08-14,188
ọ gaadị egwu,ibo,negative,0.5072706937789917,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-06-02,466
‍‍‍chukwuabiama eze ekele diri gi congratulations bro for his mercy said no,ibo,positive,0.9366756081581116,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-04-10,164
oge egwu highlife na magicfm `aba,ibo,positive,0.7182194590568542,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-07-15,393
stay strong nwanyị ọma ogadimma,ibo,positive,0.9448580741882324,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-03-25,493
ụmụ nwaanyị dị njọ grand pa,ibo,neutral,0.7726927995681763,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-07-04,308
ugbua kam matara ihe mere mnk ji kwo nija zoo nihi na ha nagba mbo ka nnama nwee ebe obibi na ala niguria kwaa mgburu,ibo,neutral,0.8965264558792114,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-05-07,257
apparently hello means ndeewò agam ebido nkene ndi mmadu otua ututu oma,ibo,positive,0.8989694118499756,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-02-08,243
anyi noisi aja,ibo,positive,0.6483205556869507,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-03-14,435
ala gbagara gi,ibo,negative,0.9008813500404358,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-07-05,147
gbagagba oga adiri gi na mma nwoke oma onye si na onye nze ga adi onye ahu ga adikwanu makana mkweturu ka nsi egbe ji ere oku egwu nkita bu onye daru onye daru,ibo,neutral,0.4330487847328186,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-06-08,316
men kwa biko aburokwam number igbaro any shot at me bugodi number nke abuo doughnuts na banana cake ngwalu gi welu kwuo ugwo isim fialu gi aru ime so therefore kukuly dey your dey biko,ibo,neutral,0.49433615803718567,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-06-14,381
mgbahu obu estate gate kam kporo target gate ugbua anom na bem oku justru bia now daalu nnam immela,ibo,neutral,0.836502194404602,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-02-07,15
happy birthday ukwuchukwu olisa mebelu gi ife nnam,ibo,positive,0.9690801501274109,-1,misc / outlier,West Africa,Nigeria,Igbo,2026-01-12,403
ihe boys nesi steady back in uni obere ihe,ibo,neutral,0.5500946640968323,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-07-31,211
nna gbasa m the tea husa m ya a dị m ready,ibo,neutral,0.6215485334396362,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-08-02,15
diba mma oga val ka aka chukwu na eme mma gwoo gi oria ma nke enu aru ma nke kpuru obi amii,ibo,neutral,0.7051270008087158,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-07-03,223
nkem biko hapu dede,ibo,neutral,0.8806129693984985,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-08-17,265
abeg who sabi this edwin nwabueze kedụ ndi bụ ndị ụmụnna ya,ibo,neutral,0.739151656627655,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-05-12,395
my biz mogul ada eji ejemba oriaku special top forbes young under millionaire ya gazierigi nwanyi oma,ibo,positive,0.9356619715690613,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-06-10,50
obu esi oku nna,ibo,neutral,0.7213025689125061,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-04-20,177
ngwanu oge adiro,ibo,neutral,0.9009114503860474,-1,misc / outlier,West Africa,Nigeria,Igbo,2026-07-07,240
onye di ka gi onye di ka chukwu agu neche mba,ibo,neutral,0.9251412153244019,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-06-29,360
umu aka ma nke bu pond na natural habitat ile fa kpana yafa si gi okwa drum ka fa ji zuo ya,ibo,neutral,0.812622606754303,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-07-27,24
anya gi ga akpo soon ️,ibo,negative,0.5818420648574829,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-05-10,275
ferdinand isi adịghị gị mma o,ibo,positive,0.5176958441734314,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-02-05,289
ọgaranya jere mba anụ juru akpa bụ ndị ọna enye nyere ya ilu igbo,ibo,neutral,0.8900511264801025,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-08-21,110
oga ezite ya na mgbe i na atughi anya ya chere ya,ibo,neutral,0.7910056114196777,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-05-15,365
thank you sironye chukwu gozili ka ibu,ibo,positive,0.9417961835861206,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-07-12,441
nna a ike gwuru dis early mornn‍️,ibo,negative,0.8960879445075989,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-05-10,423
efesa ihe a obara o ruwa oru ozugbo,ibo,neutral,0.7971084117889404,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-05-26,46
nice my brother abum onye okpuno,ibo,positive,0.7365348935127258,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-08-02,294
bia ebe a bonario nke a balu na anya choi,ibo,neutral,0.8754313588142395,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-07-28,419
nne kedi ebe ino biko,ibo,neutral,0.8456714749336243,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-07-25,147
hahhahahhha onye mgbu,ibo,negative,0.8815765380859375,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-01-05,87
mpa gi ka ina akpo ewu ohia anumanu,ibo,neutral,0.9142839312553406,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-07-31,223
hapu ha ha che na obu egwuregwu otoro gbagbuo the bastard there,ibo,negative,0.8771731853485107,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-06-25,0
eze m jesus nani gi kachasi nma,ibo,neutral,0.8145840764045715,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-05-30,268
chineke nna bikonu aririo kam nọ zí,ibo,neutral,0.729925811290741,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-07-24,103
udo nke obi di nkor,ibo,positive,0.593795895576477,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-08-17,147
oriri amu ebini ji ibi ugwo ibi big size nnukwu ibi,ibo,neutral,0.6701977849006653,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-07-02,390
and theres akwa sewing table nwanyi nakwa akwa na akwa akwa na okuko yiri akwa nelu akwa ó kwara akwa di nelu akwa feel free to translate,ibo,neutral,0.8412763476371765,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-06-24,384
cynthia e tinye ụgbọ na high sea,ibo,neutral,0.6865734457969666,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-06-27,500
ezigbo onye iberibe oh,ibo,negative,0.9015809893608093,-1,misc / outlier,West Africa,Nigeria,Igbo,2026-06-14,27
eziokwu bu nduthe ooni has spoken,ibo,positive,0.6643542051315308,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-02-28,2
t ahh oga ji nwanyi boyi ugwo,ibo,neutral,0.8258653283119202,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-01-22,178
onye me mma mma imela imela,ibo,neutral,0.7387824058532715,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-01-08,251
inwere afo biri biri flagyl di nulo,ibo,neutral,0.7304065227508545,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-01-11,48
ebube umu igbo ji aga karịrị,ibo,negative,0.5635791420936584,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-02-04,251
onye nkuzi deservu ya,ibo,neutral,0.6352204084396362,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-06-13,355
etu a ka odi,ibo,neutral,0.8725230693817139,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-04-03,407
ike gwuru be guided o na them okwa scope fa ji achó customers na twitter,ibo,negative,0.8050448298454285,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-01-27,422
ogaranya di ka gi,ibo,neutral,0.6700294613838196,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-04-07,94
judikay ndi mmuo ozi,ibo,positive,0.9482223987579346,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-08-02,495
ọnye wetara ọjị wetara ndụ ndụ anyị ga dị ka mmịrị maka na mmịrị e nwe ịlo anyị ga napụ na abata nụdo oganịrụ nahụ ịke ga bụ ọke anyị nya mara anyị mma ma kwa nya gazịelụ anyị tata ma mgbe nịịle ịsee,ibo,neutral,0.791483998298645,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-04-26,253
sharp sharp nwanne oge adiro,ibo,positive,0.8479184508323669,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-05-23,303
hahaha okeke nwanyi lol leave ndi fantasy alone biko,ibo,neutral,0.8890801072120667,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-01-13,177
onyinye mu oma obi mu oyoko di nma agbala ka nze elelebe eje oru mu anyanwu ututu asa ji ukwu mji eme onu odi mu nobu ada nagbakam isi how can i ever curve you isi odikwa mu mma ️️️️,ibo,negative,0.7781813144683838,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-06-10,490
hi omalicha nwa kedụ ka ọ sị ada tata na ebe ahụ,ibo,positive,0.8404319286346436,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-01-05,425
ana gi eji fineboi apata ego,ibo,neutral,0.6852346062660217,-1,misc / outlier,West Africa,Nigeria,Igbo,2026-06-10,263
oga nnuku cheta kwa your boy e di too much access bank nnadozie ekene gideon,ibo,positive,0.49656301736831665,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-05-17,133
success nwere atutu nwanne na mbauwa dum,ibo,neutral,0.8729932904243469,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-06-24,295
akwuna ya di too much biko,ibo,neutral,0.8671293258666992,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-03-04,483
mbaise nwere mmadu right here denne osuagwu ekele oo,ibo,positive,0.8287155628204346,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-05-06,81
abacha nke a,ibo,neutral,0.8976528644561768,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-03-09,145
onye ujo akwukwo ibem mgbe nwa daalu ezigbo mmadu,ibo,neutral,0.8720757961273193,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-01-01,417
nwanne ihe nwoke na afu kariri,ibo,neutral,0.8612532019615173,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-04-27,109
e kere olụ eke ndị nne ga ghọta okwụ a,ibo,neutral,0.8462992906570435,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-07-24,480
ụmụ igbo unu abọọla chi anyị naasị na taa gaabụrụ anyị ụbọchị ọma taa bụ ụbọchị nke iri na abụọ nọnwa jenuwarị bụrụkwa ụbọchị ahịa afọ nala igbo did you know that at a point during the biafra war about a thousand biafran children,ibo,neutral,0.6276898384094238,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-01-18,358
this explanation mechiri akwukwo,ibo,neutral,0.6959636211395264,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-07-11,118
ọdị mma ọdogwu,ibo,neutral,0.5077286958694458,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-08-27,255
convene gbuo gi dia,ibo,negative,0.7431697845458984,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-05-09,84
ndi ara ndi ara every where nonsense ️,ibo,positive,0.5086222290992737,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-08-18,56
bia bìķò owerri off port harcourt na àzų ka ėkė onu ňwà,ibo,neutral,0.8607571125030518,-1,misc / outlier,West Africa,Nigeria,Igbo,2026-05-18,480
iwu nnọọ ónyé apari,ibo,neutral,0.8962825536727905,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-01-24,325
biko gini ka mere gi m adighi obina mara gi pls oo its sunday lemme know so i can repent,ibo,neutral,0.7600159049034119,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-06-18,392
bia willberforce ana agbakwa dị uzo ekwuluobia to nnewi a the state of this road ọ dị ya mma na obi kedu ife mmadụ ji ịsị nwere kotara ndị ọchịchị anyị,ibo,neutral,0.5914978981018066,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-05-15,41
hustlersndi eriri eri,ibo,positive,0.9255430102348328,0,0_na_onye_gi_ndi,West Africa,Nigeria,Igbo,2026-01-17,251
mad o bia nwa shey igaghi ano ofu ebe,ibo,neutral,0.8869948387145996,1,1_na_ya_gi_ka,West Africa,Nigeria,Igbo,2026-07-10,403
going through i don smile tire,pcm,positive,0.8432427048683167,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-07-08,356
e good ai,pcm,positive,0.9485255479812622,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-05-02,287
na my guy e dey sweet to argue with am for tl,pcm,positive,0.8486997485160828,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-03-06,402
now na me them dey answer yes sirrespect is reciprocal even though una know say i special,pcm,positive,0.6138607859611511,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-07-27,53
wetin that one type,pcm,negative,0.8024840950965881,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-01-20,321
una governor said him don do roads finish wan enter airport gon buy jet,pcm,negative,0.9084634780883789,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-08-05,167
e be lyk say una dey ment what just happened to the last in my account just now u guys just turned me to broke girl,pcm,negative,0.8330036997795105,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-03-09,182
wetin bro chimezie go do he don cry tire sotey e eye come swell up like say boil catch am him dey vex for aka,pcm,negative,0.8200044631958008,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-03-02,48
wow well e get as e dey sweet everybody,pcm,positive,0.9333797097206116,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-07-06,205
whats the difference but the money used in printing d souvenirs was stolenwe say person corrupt dey say na small,pcm,negative,0.9003206491470337,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-07-13,475
it is all these kain shot shooting that we want this las las it wee na end in picking a date for weddingthen you wee na start sourcing for souvenirs you should remember thats,pcm,positive,0.891944408416748,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-02-22,202
na today i knw day emoney na my brother cos we av same surname abeg make who na help me locate him page,pcm,positive,0.5349780917167664,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-03-01,456
lol the two people wey you mention so na them dey give me hope of having beards,pcm,positive,0.515784502029419,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-07-09,455
ur testimony makes me dis god he z a true god he works n ways man cannot understandu were n pain bt just dat song nara brought abt ur healing lyk u said fr days nw u hve not bn n pain who has done dat no bt jesus all glory return to him alone,pcm,negative,0.8408768773078918,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-06-16,381
people just dey lie on sapa head ‍️ person wey we dey complain about sapa don leave me go cyprus ️ sapa nice one oo️,pcm,negative,0.6701513528823853,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-04-28,44
person no fit drink for this kind setting small high and youre in the sea,pcm,negative,0.6731624603271484,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-05-07,216
police self some of una sabi mumu which one come be the camera for assuming say na passer by o kwe odidi like the kidnapper go wait make the camera man come video am ‍️‍️,pcm,negative,0.7468977570533752,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-08-05,454
all win na win na points dey important,pcm,negative,0.4240015745162964,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-04-08,330
even short time here na from k sef,pcm,negative,0.8672817349433899,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-01-20,12
omooooooooo e don tey oooo at last we see person vpn login steal congratulations to me on my login back to twitter ive missed dragging environment mehhn buhari snapchat burna meta verse black rihanna,pcm,negative,0.8119446039199829,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-05-03,190
make them talk oun tori lobe to fi waro owo make dem talk,pcm,negative,0.786351203918457,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-08-22,105
phyn boi wey come sabi bake again ️ we are your best cake its not even a competition sef abeg oooo buy what i am selling pls if this comes up on your timeline retweet thanks,pcm,positive,0.8582308292388916,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-06-25,155
people wey e no better for sinceno be today nyash dey back naw,pcm,negative,0.6593709588050842,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-03-15,134
tike don reach na why u dey wake up by am dont worry in d next yrsu will wake up to see the cute baby diva when u wake up by am,pcm,negative,0.5211836099624634,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-07-16,219
eazege dis ur hair eh u look like joseph for bible wey dey think of him future odogwu e go dey softer for u grammy go reach ur side just do something extra ordinary like ur self ️,pcm,positive,0.5204269886016846,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-01-12,461
my guy i don tire everything na goals these days,pcm,negative,0.5961921811103821,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-06-07,279
i once went to salon for haircut so the lad was showing me beard growth cream or so said its k then i asked if i should apply now how many days before e go come e say months me after spending k na months before e come e no serious ion buy,pcm,negative,0.8225743174552917,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-06-11,256
imagine this weather for two abeg where una dey see love now,pcm,positive,0.5734811425209045,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-06-14,87
abeg alex dey dancemy kinda girl,pcm,positive,0.9452630877494812,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-02-20,194
ok please its a joke o dont send account number or ask how cause me sef no know anything i never see k before sef where i wan see million,pcm,negative,0.8345813751220703,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-01-20,452
uche abeg e don do na,pcm,positive,0.6988463997840881,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-06-03,322
so na kompany wey i can exchange for a loaf spoil my show,pcm,positive,0.7755047082901001,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-02-07,119
the number dey dia call me also you too fit believe,pcm,positive,0.6268415451049805,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-03-26,483
buhari son kee hes probably well secured even agbero chairman piking dem na yankee dem dey,pcm,negative,0.9168371558189392,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-03-07,235
forex trading be like baba don put hand for head alot of persons make the mistake of opening multiple running trades abeg how you wan manage them without running mad,pcm,negative,0.8517218828201294,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-06-16,64
erica don dey morun ẹ don dey enter body,pcm,negative,0.6468217372894287,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-07-10,272
even my ppl from that villa side dey say chris don buy iphone den no say na redmi doings,pcm,negative,0.880350649356842,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-06-27,304
na wa for this season oh wetin dey happen,pcm,negative,0.8828645348548889,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-03-19,386
you de mind them before,pcm,positive,0.6282568573951721,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-06-09,352
na chairman wey dey try boys dey tell congratulations o congratulation to mr bawa e no go bad if he do giveaway or drop location for boys,pcm,negative,0.5730382204055786,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-05-26,385
i swear i no understand my account balance e be like say e dey leak somewhere,pcm,negative,0.729864239692688,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-02-04,309
but seriously all these females oap in enugu need to stop all this plenty english when theyre on air️ e no fit some of una at all,pcm,negative,0.8783327341079712,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-01-04,330
make someone call me too na i be person pikin single life good but my guy and his babe dey use me catch cruise for here,pcm,positive,0.646672785282135,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-05-04,17
if you de with me e go sure for me let every other name fade away ft,pcm,negative,0.6805018782615662,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-01-16,178
man see weddings everywhere e de make pessin think of doing it again,pcm,positive,0.9061587452888489,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-05-05,297
chai i made dis kind of post when i came on dis app o fine girl made similar post and in d same month she joined she already has more followers than me now dis is gender inequality,pcm,negative,0.6596206426620483,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-03-10,167
bank wey i don upgrade to nm nm enter dem flag am and this customer care dey ask me whats that money for bro,pcm,negative,0.7759655117988586,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-06-22,267
you see ahh omo na to hustle for street jarey school wey person go go finish work no dey and even when you finally see work do sef the salary no go give person reasons to smile if you comot transport and feeding it is finished,pcm,negative,0.8608233332633972,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-01-26,79
lol my own sef na apology,pcm,positive,0.8907265663146973,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-06-27,444
the ijebu girl wey video this stuff been dey vex see commentary nah,pcm,negative,0.5459885597229004,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-02-25,431
akpons dem go chop apku and nsalla soup because the return leg na just i am coming in as a food nutritionist,pcm,negative,0.901262104511261,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-06-22,230
this when never even matured things don dey sup jailbreak and dna testing don dey supeven dangote yansh sef ‍️,pcm,negative,0.8980432152748108,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-05-06,338
na wah oh which crime i commit wey you go come tie me like this dey flog,pcm,negative,0.7975744605064392,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-03-16,283
my people who wan chop im cooking sth get ur ticket now the food go sweet oo wen i cook am finish the nnewi hotel and event centre,pcm,positive,0.7959292531013489,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-07-01,379
cc ur mans market don dey sell,pcm,negative,0.8024982213973999,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-05-13,165
so wetin em be he cover faceso na masquerade nah,pcm,negative,0.8677714467048645,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-03-15,86
and then there was gift ‍️ na that one vex my guys dem introduce me to inmessage,pcm,positive,0.5056055784225464,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-04-29,237
na tailor when dey try na costumers dey loyal for na innoclothings dey run am benin city edo state nigeria west africa,pcm,negative,0.9022946357727051,1,1_nigeria_dey_nigerian_im,West Africa,Nigeria,Nigerian Pidgin,2026-04-30,224
you don dey well abi badt guy,pcm,positive,0.8401195406913757,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-04-30,352
ken no fit make heaven sha,pcm,negative,0.726679801940918,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-07-16,395
baba help me i cant afford to miss this job all i need it small boost so i can travel down the uyo from ph e no easy to get job for this coro period,pcm,positive,0.6297040581703186,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-01-31,131
i don get power bank mah na the watch de remain who go buy watch for me,pcm,negative,0.7995664477348328,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-08-17,296
we dey play dorobucci by ontop wit,pcm,positive,0.7798333168029785,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-05-21,118
oya over to them may the truth unveil followers dis na the time to know really truly sabi god,pcm,positive,0.7699869871139526,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-02-21,64
bros na pidgin we dey do for hia how di reception be like for your area,pcm,negative,0.6276951432228088,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-03-21,171
what is these peoples problem sef now now dey don form swat but our demand was taking a process shey we are a joke to them in short ehn ‍️‍️ did we say we want change of name ni ‍️,pcm,negative,0.8981539607048035,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-01-22,236
i dey from owerri imo state resume work on monday morning for anambra state sef,pcm,negative,0.6391561627388,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-08-28,329
buh seriously u quick dey vex small things paar dem don slap bf,pcm,negative,0.853427529335022,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-05-02,453
omo rapture don take place ooo fuckif maleria dey catch u u go say na rapturego take ur drugs,pcm,negative,0.7899785041809082,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-01-05,356
e dey brag his yeye dey smell,pcm,negative,0.5867892503738403,0,0_dey_na_for_me,West Africa,Nigeria,Nigerian Pidgin,2026-03-16,121
